Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,7.10534208234856,6.69019422027724,6.05812122082181,6.23540408356143,5.77630967662135,5.0149013398043,4.82092899843079,3.89836057967186,3.43443122853287,3.42597095876254,2.44195267626823,2.28287654355944,2.49104337066572,3.00569410485789,3.00531047364445,2.99470589444734,2.76493060320893,2.96531758830698,3.16692468528045,2.99020531601444,2.88539371871431,2.10586306694383,1.42875357293941
Australia,AUS,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.20565757741121,1.20277917649677,1.38692410063491,1.10335492492167,1.1463893130103,1.13257711906661,1.04056552815671,0.934374188015267,0.850848055074676,0.856315166003227,0.786748968126004,0.707662369355821,0.698849890243269,0.638382935730297,0.586276992471406,0.608527078459333,0.688624424125627,0.717994029662205,0.704552987465826,0.684292290409601,0.759288446671006,0.662157823678897,0.674130683109623
Australia,AUS,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,68695.407,85641.773,93538.2962,103522.965,96177.6226,55609.0946,79281.5292,56251.3442,75762.8048,70718.7972,54795.3758,58653.254,47516.3682,101145.2826,100567.7884,57953.699,70406.9402,66573.9152,52132.3882,74191.9872,71526.0494,56371.2594,44205.0518
Australia,AUS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,69.6189869965,69.5012787724,69.3825121571,69.2626728111,68.361494342,67.3949039864,66.3555116747,65.2347705591,62.5936402792,59.5740791518,56.088476117,52.0199146515,53.8332114119,55.1139772046,59.847680879,65.6775369658,63.3583690987,54.2412002308,65.5372704285,69.4141908223,70.6583036499,66.8328726039,62.3228324856
Australia,AUS,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,344.317496951219,317.190066073971,235.25223069001,224.336144600172,228.472986843803,231.108998219174,252.374500003632,236.912790424181,224.673647433536,181.069789416847,215.569881080161,152.638541550327,282.413460381488,242.3426600273,267.730011909536,222.465643109321,383.400136903633,285.779660511936,282.482030354661,309.279745116515,304.178897529735,296.704842637262,277.336521365686
China,CHN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.16032365759614,1.2700860713315,1.13361176781451,0.903332902441168,0.808405437235526,0.665370858309381,0.557165857745848,0.534922676638298,0.482900386476482,0.467318553545343,0.445297952373228,0.463032838360104,0.472463702490599,0.550194892711403,0.481148966533225,0.460667222328343,0.468830450662847,0.418118022595575,0.441975763216694,0.417099067654216,0.419092383217946,0.393780004623645,0.329770707092844
China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,4.22496363325182,4.30121214034183,4.80793199950174,4.57393905329155,4.25645256269624,3.99418660135623,4.04212086916003,3.90143631378837,3.99417199121639,3.78012177829529,3.58024044970668,3.40875565285016,3.77456784055352,4.27006208865219,3.94586433936926,3.72488748620029,3.57063706475021,3.70433780393016,3.77933740452549,3.93864460130808,3.57649129585483,3.15651525304253,2.8780222390457
China,CHN,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,302426.1046,315402.6934,304416.0294,303734.414,318414.1324,316773.7318,326404.5554,331105.863,334827.4062,335383.653,343003.6024,346463.7996,349602.0674,348879.5366,352890.4378,353509.7414,354143.7364,358003.641,356523.8326,349023.7686,339815.3004,326524.8282,323175.5764
China,CHN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,71.2507434563,70.0301500179,68.8250272826,67.9758692202,67.1293778058,66.285540498,65.4443448336,64.6057784274,64.2581550333,63.0141781901,63.2815198618,63.5107471853,62.5042358523,62.4416277518,64.3129454666,64.5267435547,64.5694259012,64.4039458285,62.3820403298,62.3225336731,61.3930679079,61.1555836046,62.1445405908
China,CHN,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,125.913691312904,123.601402758388,119.973871975485,118.125187360952,125.729831846451,112.272776857806,109.75432319526,114.500634434033,109.319755385562,100.601694779151,98.1899672140489,95.5971771350347,93.0317144481009,93.5082924263443,93.9837876273356,92.6934686160538,87.4530852563535,84.766663212593,91.1512611991474,100.445150527601,103.146593673846,82.5133297829776,87.82104751252
